fb_date,fb_month,fb_year,fb_isoweek,fb_isodow,fb_isoyear,fb_network,fb_channel_group,fb_sub_channel,fb_advertiser,fb_cost,fb_impressions,fb_clicks,fb_video_views,fb_post_comments,fb_post_likes,fb_post_reactions
2017-11-16,11,2017,46,3,2017,Facebook,Acquisition,Acquisition,Tempur-Pedic,20898.600000000002,1226492,5988,695.0,50.0,95.0,507.0
2017-12-13,12,2017,50,2,2017,Facebook,Acquisition,Acquisition,Tempur-Pedic,14410.650000000005,724712,4172,849.0,37.0,100.0,441.0
2018-06-26,6,2018,26,1,2018,Facebook,Acquisition,Acquisition,Tempur-Pedic,4905.469999999999,333109,2466,0.0,26.0,30.0,231.0
2018-05-26,5,2018,21,5,2018,Facebook,Remarketing,Remarketing,Tempur-Pedic,63162.11999999998,1965212,16282,14336.0,52.0,136.0,1047.0
2018-06-18,6,2018,24,7,2018,Facebook,Acquisition,Acquisition,Tempur-Pedic,7789.800000000001,524623,5465,0.0,25.0,21.0,279.0
2017-10-08,10,2017,40,6,2017,Facebook,Remarketing,Remarketing,Tempur-Pedic,3102.3499999999995,51703,971,0.0,3.0,0.0,49.0
2018-05-18,5,2018,20,4,2018,Facebook,Remarketing,Remarketing,Tempur-Pedic,11506.69,494710,4124,3524.0,18.0,42.0,228.0
2017-10-16,10,2017,41,7,2017,Facebook,Remarketing,Remarketing,Tempur-Pedic,2962.3199999999997,61787,757,0.0,0.0,20.0,41.0
2017-01-30,1,2017,4,7,2017,Facebook,Remarketing,,Tempur-Pedic,2180.41,79800,954,554.0,9.0,6.0,56.0
2017-07-30,7,2017,30,6,2017,Instagram,Acquisition,,Tempur-Pedic,5886.569999999999,268026,2151,35.0,20.0,31.0,277.0
2018-03-02,3,2018,9,4,2018,Facebook,Branded Search,Remarketing,Tempur-Pedic,344.81,16948,124,0.0,2.0,1.0,3.0
2018-01-06,1,2018,1,5,2018,Facebook,Remarketing,Remarketing,Tempur-Pedic,11255.000000000002,532827,3787,514.0,9.0,74.0,353.0
2017-03-12,3,2017,10,6,2017,Facebook,Remarketing,,Tempur-Pedic,2324.5899999999997,60965,948,0.0,4.0,1.0,68.0
2017-01-03,1,2017,1,1,2017,Facebook,Remarketing,,Tempur-Pedic,1917.4899999999998,41900,723,0.0,3.0,2.0,44.0
2017-05-15,5,2017,19,7,2017,Facebook,Remarketing,Remarketing,Tempur-Pedic,2755.5,278717,2810,,5.0,9.0,218.0
2017-11-03,11,2017,44,4,2017,Facebook,Branded Search,Engagement,Tempur-Pedic,608.47,34201,497,53.0,15.0,4.0,49.0
2017-04-21,4,2017,16,4,2017,Instagram,Remarketing,,Tempur-Pedic,992.87,48996,151,0.0,3.0,0.0,129.0
2017-04-17,4,2017,15,7,2017,Facebook,Acquisition,,Tempur-Pedic,9583.800000000001,695657,6662,0.0,18.0,120.0,208.0
2018-04-29,4,2018,17,6,2018,Facebook,Remarketing,Remarketing,Tempur-Pedic,10196.960000000001,345333,2213,2526.0,7.0,33.0,122.0
2017-08-13,8,2017,32,6,2017,Facebook,Remarketing,,Tempur-Pedic,16352.630000000003,462740,3724,0.0,29.0,55.0,595.0
2017-11-08,11,2017,45,2,2017,Facebook,Acquisition,Acquisition,Tempur-Pedic,15724.450000000006,1108083,5948,230.0,53.0,79.0,460.0
2017-06-11,6,2017,23,6,2017,Facebook,Acquisition,,Tempur-Pedic,1438.29,46036,284,0.0,0.0,2.0,10.0
2017-12-05,12,2017,49,1,2017,Facebook,Acquisition,Acquisition,Tempur-Pedic,15364.37,1029182,5770,633.0,36.0,76.0,536.0
2017-05-18,5,2017,20,3,2017,Instagram,Remarketing,,Tempur-Pedic,1630.3400000000004,35889,257,11.0,1.0,0.0,65.0
2017-11-03,11,2017,44,4,2017,Facebook,Branded Search,,Tempur-Pedic,6039.02,339154,3972,745.0,70.0,49.0,212.0
2017-02-11,2,2017,6,5,2017,Instagram,Remarketing,,Tempur-Pedic,103.74,4197,16,0.0,1.0,0.0,9.0
2017-04-09,4,2017,14,6,2017,Facebook,Remarketing,,Tempur-Pedic,7412.389999999999,290059,2835,0.0,16.0,46.0,140.0
2017-07-29,7,2017,30,5,2017,Instagram,Remarketing,Remarketing,Tempur-Pedic,1253.1699999999998,27807,111,211.0,2.0,,66.0
2017-10-07,10,2017,40,5,2017,Facebook,Acquisition,,Tempur-Pedic,12488.269999999997,712693,6346,10.0,28.0,62.0,172.0
2018-01-04,1,2018,1,3,2018,Facebook,Branded Search,,Tempur-Pedic,495.56,68276,2528,0.0,9.0,19.0,636.0
2018-03-18,3,2018,11,6,2018,Facebook,Remarketing,Remarketing,Tempur-Pedic,30832.769999999986,1186861,12435,2224.0,64.0,101.0,675.0
2018-01-15,1,2018,2,7,2018,Facebook,Branded Search,Remarketing,Tempur-Pedic,242.35999999999999,8767,70,,,,9.0
2017-07-24,7,2017,29,7,2017,Facebook,Remarketing,,Tempur-Pedic,7424.89,204683,1959,0.0,24.0,60.0,140.0
2017-08-05,8,2017,31,5,2017,Facebook,Remarketing,,Tempur-Pedic,11463.520000000002,311327,3866,212.0,24.0,51.0,392.0
2017-02-05,2,2017,5,6,2017,Facebook,Acquisition,,Tempur-Pedic,8402.609999999999,536106,4706,11242.0,38.0,54.0,237.0
2017-06-03,6,2017,22,5,2017,Facebook,Acquisition,,Tempur-Pedic,21714.45,931101,6675,0.0,29.0,130.0,298.0
2018-05-07,5,2018,18,7,2018,Facebook,Remarketing,Remarketing,Tempur-Pedic,7608.55,298163,2665,1675.0,9.0,25.0,155.0
2017-07-02,7,2017,26,6,2017,Instagram,Remarketing,Remarketing,Tempur-Pedic,71.59,1305,10,16.0,,,1.0
2017-03-10,3,2017,10,4,2017,Instagram,Remarketing,,Tempur-Pedic,64.26,3387,11,0.0,0.0,0.0,8.0
2017-03-20,3,2017,11,7,2017,Facebook,Acquisition,,Tempur-Pedic,322.65,14404,185,0.0,0.0,7.0,6.0
2017-03-13,3,2017,10,7,2017,Facebook,Remarketing,,Tempur-Pedic,2718.4799999999996,72466,1063,0.0,5.0,5.0,50.0
2017-05-19,5,2017,20,4,2017,Instagram,Remarketing,,Tempur-Pedic,1294.69,33588,214,1.0,0.0,0.0,49.0
2017-03-21,3,2017,12,1,2017,Facebook,Remarketing,,Tempur-Pedic,237.22,6118,117,0.0,0.0,0.0,4.0
2017-07-10,7,2017,27,7,2017,Instagram,Acquisition,,Tempur-Pedic,5022.1,223541,991,204.0,10.0,7.0,181.0
2017-01-02,1,2017,52,7,2016,Facebook,Remarketing,,Tempur-Pedic,1904.75,40145,697,0.0,4.0,2.0,38.0
2018-06-27,6,2018,26,2,2018,Facebook,Acquisition,Acquisition,Tempur-Pedic,5100.61,338042,2638,0.0,15.0,40.0,277.0
2017-10-15,10,2017,41,6,2017,Facebook,Remarketing,Remarketing,Tempur-Pedic,2515.2400000000002,50697,765,0.0,2.0,18.0,34.0
2017-10-07,10,2017,40,5,2017,Facebook,Remarketing,Remarketing,Tempur-Pedic,3360.7999999999997,73125,1068,0.0,5.0,4.0,57.0
2017-11-04,11,2017,44,5,2017,Facebook,Branded Search,,Tempur-Pedic,6539.929999999999,367325,4349,951.0,63.0,54.0,233.0
2017-09-18,9,2017,37,7,2017,Facebook,Remarketing,Remarketing,Tempur-Pedic,4363.990000000001,64260,836,0.0,4.0,5.0,55.0
2017-01-22,1,2017,3,6,2017,Instagram,Remarketing,,Tempur-Pedic,100.80000000000001,3270,15,0.0,0.0,0.0,26.0
2017-12-28,12,2017,52,3,2017,Facebook,Acquisition,Acquisition,Tempur-Pedic,24663.499999999996,1373006,8662,0.0,59.0,184.0,1031.0
2017-07-13,7,2017,28,3,2017,Instagram,Remarketing,,Tempur-Pedic,714.36,14003,73,0.0,0.0,0.0,36.0
2017-06-15,6,2017,24,3,2017,Instagram,Remarketing,,Tempur-Pedic,421.32000000000005,6946,78,0.0,0.0,0.0,34.0
2017-08-17,8,2017,33,3,2017,Facebook,Acquisition,Acquisition,Tempur-Pedic,3357.5599999999995,150022,1117,0.0,5.0,12.0,30.0
2017-11-07,11,2017,45,1,2017,Facebook,Acquisition,Acquisition,Tempur-Pedic,16139.819999999998,1156160,5730,176.0,42.0,94.0,488.0
2018-05-27,5,2018,21,6,2018,Facebook,Remarketing,Remarketing,Tempur-Pedic,78365.17000000001,2345589,17710,18966.0,73.0,140.0,1013.0
2017-07-17,7,2017,28,7,2017,Facebook,Remarketing,,Tempur-Pedic,5491.7,140570,1768,0.0,16.0,64.0,136.0
2018-01-14,1,2018,2,6,2018,Facebook,Branded Search,Remarketing,Tempur-Pedic,251.7,6796,63,,,1.0,13.0
2017-10-06,10,2017,40,4,2017,Facebook,Branded Search,Engagement,Tempur-Pedic,443.19,16321,461,0.0,9.0,6.0,168.0
2017-03-06,3,2017,9,7,2017,Instagram,Acquisition,,Tempur-Pedic,2434.55,129325,674,0.0,4.0,0.0,262.0
2017-10-06,10,2017,40,4,2017,Facebook,Acquisition,,Tempur-Pedic,3077.1999999999994,212652,1304,50.0,14.0,14.0,62.0
2018-05-25,5,2018,21,4,2018,Facebook,Acquisition,,Tempur-Pedic,0.97,42,1,0.0,0.0,0.0,0.0
2017-02-10,2,2017,6,4,2017,Instagram,Remarketing,,Tempur-Pedic,89.72,3444,14,0.0,2.0,0.0,10.0
2017-07-30,7,2017,30,6,2017,Instagram,Remarketing,Remarketing,Tempur-Pedic,1293.7999999999997,30526,94,213.0,,,67.0
2017-04-10,4,2017,14,7,2017,Facebook,Remarketing,,Tempur-Pedic,6455.959999999999,301273,2506,0.0,20.0,40.0,144.0
2017-09-26,9,2017,39,1,2017,Facebook,Remarketing,Remarketing,Tempur-Pedic,693.53,12531,183,0.0,0.0,1.0,7.0
2017-07-29,7,2017,30,5,2017,Instagram,Acquisition,,Tempur-Pedic,5602.930000000001,247789,1908,59.0,13.0,29.0,225.0
2017-09-16,9,2017,37,5,2017,Facebook,Acquisition,,Tempur-Pedic,63695.17000000001,3326471,15463,0.0,95.0,221.0,980.0
2017-07-25,7,2017,30,1,2017,Facebook,Remarketing,,Tempur-Pedic,7498.91,200105,1865,0.0,18.0,37.0,138.0
2018-02-27,2,2018,9,1,2018,Facebook,Acquisition,Acquisition,Tempur-Pedic,13699.82,1079505,6104,0.0,30.0,72.0,443.0
2018-03-07,3,2018,10,2,2018,Facebook,Acquisition,Acquisition,Tempur-Pedic,12085.86,831626,6297,0.0,32.0,109.0,392.0
2018-02-04,2,2018,5,6,2018,Facebook,Remarketing,Remarketing,Tempur-Pedic,14394.249999999996,595535,4471,426.0,27.0,46.0,311.0
2018-01-27,1,2018,4,5,2018,Facebook,Remarketing,Remarketing,Tempur-Pedic,9904.23,393480,3436,813.0,26.0,56.0,259.0
2017-05-21,5,2017,20,6,2017,Instagram,Acquisition,,Tempur-Pedic,44322.96000000001,1827514,8961,0.0,107.0,205.0,1726.0
2017-08-07,8,2017,31,7,2017,Facebook,Remarketing,Remarketing,Tempur-Pedic,2489.02,33714,535,0.0,6.0,1.0,39.0
2017-06-30,6,2017,26,4,2017,Instagram,Remarketing,,Tempur-Pedic,340.59,5566,40,0.0,0.0,0.0,13.0
2017-07-08,7,2017,27,5,2017,Instagram,Remarketing,,Tempur-Pedic,608.53,13148,86,0.0,1.0,0.0,36.0
2017-08-16,8,2017,33,2,2017,Facebook,Acquisition,Acquisition,Tempur-Pedic,3351.29,155207,1226,0.0,8.0,19.0,56.0
2017-06-16,6,2017,24,4,2017,Instagram,Remarketing,,Tempur-Pedic,404.13,6874,72,0.0,0.0,0.0,33.0
2018-04-22,4,2018,16,6,2018,Facebook,Branded Search,Remarketing,Tempur-Pedic,226.58999999999997,7414,36,0.0,1.0,0.0,7.0
2017-05-16,5,2017,20,1,2017,Instagram,Acquisition,Acquisition,Tempur-Pedic,1.6900000000000004,55,0,,,,
2017-04-24,4,2017,16,7,2017,Facebook,Remarketing,,Tempur-Pedic,6538.460000000002,282422,2624,0.0,26.0,27.0,122.0
2017-10-30,10,2017,43,7,2017,Facebook,Remarketing,,Tempur-Pedic,7963.960000000001,362822,2747,0.0,15.0,37.0,279.0
2018-03-31,3,2018,13,5,2018,Facebook,Branded Search,Remarketing,Tempur-Pedic,265.49,10307,60,0.0,1.0,1.0,3.0
2017-02-20,2,2017,7,7,2017,Facebook,Acquisition,,Tempur-Pedic,6554.469999999999,458821,3805,0.0,21.0,83.0,213.0
2018-02-21,2,2018,8,2,2018,Facebook,Acquisition,Acquisition,Tempur-Pedic,16107.34,1322005,7029,0.0,35.0,100.0,547.0
2018-03-25,3,2018,12,6,2018,Facebook,Branded Search,Remarketing,Tempur-Pedic,289.89,12414,57,0.0,0.0,2.0,9.0
2017-07-14,7,2017,28,4,2017,Instagram,Remarketing,,Tempur-Pedic,742.42,13905,60,0.0,0.0,0.0,44.0
2017-03-06,3,2017,9,7,2017,Facebook,Acquisition,,Tempur-Pedic,13735.329999999996,719519,6739,0.0,37.0,94.0,317.0
2018-03-21,3,2018,12,2,2018,Facebook,Acquisition,Acquisition,Tempur-Pedic,8621.82,882780,3122,0.0,22.0,48.0,332.0
2018-03-13,3,2018,11,1,2018,Facebook,Acquisition,Acquisition,Tempur-Pedic,12118.869999999999,1009840,6535,828.0,43.0,97.0,540.0
2018-04-14,4,2018,15,5,2018,Facebook,Branded Search,Remarketing,Tempur-Pedic,126.44,5917,25,0.0,0.0,0.0,4.0
2017-06-04,6,2017,22,6,2017,Instagram,Acquisition,,Tempur-Pedic,46100.410000000025,2311259,11887,0.0,111.0,264.0,1341.0
2017-07-23,7,2017,29,6,2017,Facebook,Acquisition,,Tempur-Pedic,13125.150000000007,645871,2943,757.0,17.0,43.0,167.0
2018-01-21,1,2018,3,6,2018,Facebook,Remarketing,Remarketing,Tempur-Pedic,10677.429999999998,464675,4167,381.0,25.0,68.0,309.0
2018-01-15,1,2018,2,7,2018,Facebook,Remarketing,Remarketing,Tempur-Pedic,32956.58000000001,1133040,9190,11394.0,43.0,73.0,572.0
2018-04-08,4,2018,14,6,2018,Facebook,Branded Search,Remarketing,Tempur-Pedic,308.40999999999997,11774,75,0.0,0.0,3.0,6.0
2017-03-12,3,2017,10,6,2017,Facebook,Acquisition,,Tempur-Pedic,960.6099999999999,47418,775,0.0,3.0,18.0,42.0
2017-07-27,7,2017,30,3,2017,Facebook,Acquisition,Acquisition,Tempur-Pedic,1413.2,68314,361,190.0,2.0,6.0,16.0
2017-07-19,7,2017,29,2,2017,Facebook,Acquisition,Acquisition,Tempur-Pedic,1504.7200000000003,73274,347,7.0,2.0,5.0,43.0
2017-05-01,4,2017,17,7,2017,Instagram,Acquisition,,Tempur-Pedic,1734.74,138630,548,0.0,2.0,0.0,836.0
2018-01-01,12,2017,52,7,2017,Facebook,Remarketing,Remarketing,Tempur-Pedic,7467.1799999999985,415109,4183,676.0,17.0,66.0,245.0
2017-12-24,12,2017,51,6,2017,Facebook,Remarketing,Remarketing,Tempur-Pedic,3558.1200000000003,157977,1273,102.0,9.0,16.0,115.0
2017-07-28,7,2017,30,4,2017,Instagram,Remarketing,,Tempur-Pedic,278.47,9376,56,0.0,2.0,0.0,24.0
2018-01-07,1,2018,1,6,2018,Facebook,Remarketing,Remarketing,Tempur-Pedic,11835.909999999998,512352,3934,503.0,26.0,96.0,331.0
2017-07-15,7,2017,28,5,2017,Facebook,Acquisition,,Tempur-Pedic,17109.31,638532,3576,571.0,10.0,42.0,259.0
2018-03-27,3,2018,13,1,2018,Facebook,Acquisition,Acquisition,Tempur-Pedic,8817.95,809970,3038,1.0,17.0,21.0,197.0
2018-04-18,4,2018,16,2,2018,Facebook,Acquisition,Acquisition,Tempur-Pedic,11361.899999999998,1002895,5828,7508.0,25.0,67.0,471.0
2017-08-10,8,2017,32,3,2017,Facebook,Acquisition,Acquisition,Tempur-Pedic,2493.8200000000006,138469,935,0.0,3.0,11.0,109.0
2017-07-09,7,2017,27,6,2017,Facebook,Acquisition,,Tempur-Pedic,15822.709999999997,727873,4509,29.0,24.0,46.0,211.0
2017-07-13,7,2017,28,3,2017,Facebook,Acquisition,Acquisition,Tempur-Pedic,1456.54,73205,407,127.0,3.0,2.0,25.0
2017-05-15,5,2017,19,7,2017,Instagram,Acquisition,,Tempur-Pedic,46465.61000000003,2358976,13884,1662.0,196.0,285.0,3965.0
2017-06-25,6,2017,25,6,2017,Facebook,Acquisition,,Tempur-Pedic,20609.11,775616,4639,0.0,18.0,75.0,125.0
2017-02-26,2,2017,8,6,2017,Facebook,Acquisition,,Tempur-Pedic,13536.940000000006,937645,8328,0.0,53.0,172.0,487.0
2017-10-15,10,2017,41,6,2017,Facebook,Acquisition,,Tempur-Pedic,3481.270000000001,270222,1336,86.0,6.0,10.0,50.0
2017-02-13,2,2017,6,7,2017,Facebook,Remarketing,,Tempur-Pedic,2201.7999999999997,57338,722,0.0,5.0,2.0,45.0
2017-02-06,2,2017,5,7,2017,Facebook,Acquisition,,Tempur-Pedic,5553.87,392507,3348,9862.0,33.0,30.0,174.0
2018-04-04,4,2018,14,2,2018,Facebook,Acquisition,Acquisition,Tempur-Pedic,9653.96,1299059,6311,5702.0,28.0,35.0,365.0
2017-07-01,6,2017,26,5,2017,Facebook,Acquisition,,Tempur-Pedic,11964.89,464178,2311,0.0,18.0,29.0,150.0
2017-06-05,6,2017,22,7,2017,Facebook,Remarketing,,Tempur-Pedic,9796.04,277626,2323,0.0,11.0,31.0,119.0
2017-08-02,8,2017,31,2,2017,Facebook,Acquisition,Acquisition,Tempur-Pedic,757.0699999999999,34924,154,,,1.0,26.0
2017-10-22,10,2017,42,6,2017,Facebook,Remarketing,,Tempur-Pedic,9513.35,401545,2992,0.0,20.0,49.0,280.0
2018-01-28,1,2018,4,6,2018,Facebook,Branded Search,Remarketing,Tempur-Pedic,1306.83,49349,353,0.0,3.0,2.0,31.0
2017-11-26,11,2017,47,6,2017,Facebook,Remarketing,Remarketing,Tempur-Pedic,43117.22,1046110,9810,507.0,51.0,104.0,709.0
2017-08-21,8,2017,33,7,2017,Instagram,Acquisition,,Tempur-Pedic,584.6399999999994,47209,298,0.0,0.0,0.0,84.0
2017-03-26,3,2017,12,6,2017,Facebook,Remarketing,,Tempur-Pedic,2322.3900000000003,55063,1265,0.0,6.0,6.0,53.0
2017-11-02,11,2017,44,3,2017,Facebook,Acquisition,Acquisition,Tempur-Pedic,19473.510000000002,1324145,6626,68.0,53.0,105.0,795.0
2017-02-25,2,2017,8,5,2017,Instagram,Remarketing,,Tempur-Pedic,168.76,4805,23,0.0,1.0,0.0,15.0
2017-10-10,10,2017,41,1,2017,Facebook,Remarketing,Remarketing,Tempur-Pedic,2525.85,53441,720,0.0,1.0,5.0,35.0
2018-04-01,3,2018,13,6,2018,Facebook,Remarketing,Remarketing,Tempur-Pedic,8921.630000000001,428546,5262,1781.0,24.0,48.0,267.0
2017-07-11,7,2017,28,1,2017,Facebook,Remarketing,,Tempur-Pedic,9970.790000000003,228831,2321,0.0,21.0,36.0,156.0
2017-06-17,6,2017,24,5,2017,Facebook,Acquisition,,Tempur-Pedic,3284.3999999999996,115042,779,0.0,4.0,7.0,31.0
2017-05-05,5,2017,18,4,2017,Instagram,Remarketing,,Tempur-Pedic,1340.54,59103,197,0.0,1.0,0.0,137.0
2017-10-01,9,2017,39,6,2017,Facebook,Branded Search,Engagement,Tempur-Pedic,546.68,20498,1389,0.0,20.0,6.0,905.0
2018-03-16,3,2018,11,4,2018,Facebook,Branded Search,Remarketing,Tempur-Pedic,305.32000000000005,12769,142,0.0,2.0,1.0,8.0
2017-07-24,7,2017,29,7,2017,Instagram,Acquisition,,Tempur-Pedic,2953.4000000000005,140274,1113,6.0,9.0,21.0,83.0
2017-07-30,7,2017,30,6,2017,Facebook,Remarketing,,Tempur-Pedic,8373.5,208235,2250,0.0,21.0,47.0,150.0
2017-05-28,5,2017,21,6,2017,Facebook,Acquisition,,Tempur-Pedic,30188.23999999998,1171317,7747,0.0,45.0,134.0,385.0
2017-09-23,9,2017,38,5,2017,Facebook,Acquisition,,Tempur-Pedic,14328.810000000003,697557,3943,44.0,38.0,49.0,397.0
2017-04-09,4,2017,14,6,2017,Instagram,Acquisition,,Tempur-Pedic,2002.3000000000002,105953,425,0.0,0.0,0.0,98.0
2017-09-23,9,2017,38,5,2017,Facebook,Branded Search,Engagement,Tempur-Pedic,875.44,39544,4641,0.0,58.0,16.0,3443.0
2018-02-06,2,2018,6,1,2018,Facebook,Branded Search,,Tempur-Pedic,590.92,35820,2453,0.0,14.0,21.0,1853.0
2017-12-14,12,2017,50,3,2017,Facebook,Acquisition,Acquisition,Tempur-Pedic,13961.76,712863,3970,854.0,33.0,90.0,481.0
2017-10-25,10,2017,43,2,2017,Facebook,Acquisition,Acquisition,Tempur-Pedic,14079.009999999998,855798,5933,125.0,73.0,174.0,465.0
2018-06-03,6,2018,22,6,2018,Facebook,Branded Search,Remarketing,Tempur-Pedic,303.05,13139,70,0.0,1.0,1.0,3.0
2017-06-01,5,2017,22,3,2017,Instagram,Remarketing,,Tempur-Pedic,5488.499999999999,121156,620,0.0,5.0,0.0,182.0
2017-11-21,11,2017,47,1,2017,Facebook,Acquisition,Acquisition,Tempur-Pedic,18156.940000000006,1082697,6039,1545.0,43.0,83.0,403.0
2017-07-03,7,2017,26,7,2017,Facebook,Remarketing,,Tempur-Pedic,6228.55,183101,2191,0.0,7.0,46.0,120.0
2018-05-13,5,2018,19,6,2018,Facebook,Remarketing,Remarketing,Tempur-Pedic,26688.620000000017,1032032,10232,10091.0,61.0,74.0,547.0
2017-04-15,4,2017,15,5,2017,Facebook,Remarketing,,Tempur-Pedic,6436.17,233987,3043,0.0,16.0,22.0,139.0
2017-04-23,4,2017,16,6,2017,Facebook,Remarketing,,Tempur-Pedic,6757.0,266175,2746,0.0,20.0,34.0,123.0
2017-06-29,6,2017,26,3,2017,Instagram,Remarketing,,Tempur-Pedic,412.81000000000006,6848,53,0.0,0.0,0.0,23.0
2017-08-20,8,2017,33,6,2017,Instagram,Acquisition,,Tempur-Pedic,5753.19,280707,1425,0.0,6.0,14.0,430.0
2017-09-12,9,2017,37,1,2017,Facebook,Remarketing,Remarketing,Tempur-Pedic,1367.5099999999998,24666,427,0.0,2.0,2.0,15.0
2017-01-28,1,2017,4,5,2017,Instagram,Remarketing,,Tempur-Pedic,125.35,6268,25,0.0,2.0,0.0,28.0
2017-09-04,9,2017,35,7,2017,Facebook,Remarketing,Remarketing,Tempur-Pedic,12221.980000000001,127459,2492,0.0,6.0,4.0,119.0
2017-12-03,12,2017,48,6,2017,Facebook,Remarketing,,Tempur-Pedic,142.6,2475,44,0.0,1.0,1.0,4.0
2017-02-24,2,2017,8,4,2017,Instagram,Remarketing,,Tempur-Pedic,91.57000000000001,3612,13,0.0,3.0,0.0,9.0
2018-04-28,4,2018,17,5,2018,Facebook,Branded Search,Remarketing,Tempur-Pedic,168.64999999999998,8177,49,0.0,0.0,0.0,7.0
2017-08-08,8,2017,32,1,2017,Facebook,Remarketing,,Tempur-Pedic,9274.700000000003,261711,2234,89.0,15.0,36.0,299.0
2017-10-24,10,2017,43,1,2017,Facebook,Acquisition,Acquisition,Tempur-Pedic,14724.029999999999,1000035,5974,192.0,48.0,172.0,571.0
2017-04-04,4,2017,14,1,2017,Facebook,Remarketing,,Tempur-Pedic,6297.27,266994,2965,0.0,18.0,43.0,162.0
2017-03-27,3,2017,12,7,2017,Facebook,Remarketing,,Tempur-Pedic,1222.92,31356,609,0.0,3.0,0.0,38.0
2018-07-10,7,2018,28,1,2018,Facebook,Acquisition,Acquisition,Tempur-Pedic,16079.25,1515388,7596,23057.0,35.0,65.0,557.0
2017-06-02,6,2017,22,4,2017,Instagram,Remarketing,,Tempur-Pedic,5972.1,137536,632,0.0,7.0,0.0,221.0
2017-06-26,6,2017,25,7,2017,Instagram,Acquisition,,Tempur-Pedic,7685.97,330437,1884,0.0,25.0,17.0,371.0
2017-07-16,7,2017,28,6,2017,Instagram,Acquisition,,Tempur-Pedic,1847.98,73827,377,0.0,2.0,4.0,57.0
2017-04-16,4,2017,15,6,2017,Facebook,Remarketing,,Tempur-Pedic,6182.19,269858,3153,0.0,16.0,40.0,147.0
2017-01-14,1,2017,2,5,2017,Facebook,Acquisition,,Tempur-Pedic,6976.909999999999,397246,3459,8013.0,32.0,60.0,219.0
2017-10-02,10,2017,39,7,2017,Facebook,Remarketing,Remarketing,Tempur-Pedic,1322.1800000000003,31778,437,0.0,0.0,2.0,19.0
2018-07-02,7,2018,26,7,2018,Facebook,Acquisition,Acquisition,Tempur-Pedic,19972.06,1751133,9260,22510.0,55.0,88.0,908.0
2017-09-22,9,2017,38,4,2017,Facebook,Branded Search,Engagement,Tempur-Pedic,150.41,5782,465,0.0,9.0,1.0,307.0
2018-07-07,7,2018,27,5,2018,Facebook,Remarketing,Remarketing,Tempur-Pedic,16133.969999999998,628390,5295,5155.0,28.0,68.0,382.0
2018-05-06,5,2018,18,6,2018,Facebook,Branded Search,Remarketing,Tempur-Pedic,232.83999999999997,11229,98,0.0,0.0,3.0,14.0
2017-07-31,7,2017,30,7,2017,Facebook,Remarketing,,Tempur-Pedic,7727.9,192732,1871,0.0,10.0,47.0,119.0
2018-04-03,4,2018,14,1,2018,Facebook,Remarketing,Remarketing,Tempur-Pedic,6892.420000000002,342417,2992,2061.0,14.0,36.0,199.0
2017-10-12,10,2017,41,3,2017,Facebook,Remarketing,Remarketing,Tempur-Pedic,1917.2800000000002,44422,617,0.0,1.0,5.0,26.0
2018-06-30,6,2018,26,5,2018,Facebook,Acquisition,Acquisition,Tempur-Pedic,15521.5,1098288,6309,0.0,43.0,89.0,689.0
2017-06-09,6,2017,23,4,2017,Facebook,Acquisition,,Tempur-Pedic,1388.0900000000001,47398,269,0.0,3.0,3.0,12.0
2017-03-05,3,2017,9,6,2017,Facebook,Remarketing,,Tempur-Pedic,2851.69,71302,1167,0.0,2.0,5.0,64.0
2017-04-19,4,2017,16,2,2017,Instagram,Remarketing,,Tempur-Pedic,945.0799999999999,41690,164,0.0,5.0,0.0,126.0
2017-04-15,4,2017,15,5,2017,Instagram,Acquisition,,Tempur-Pedic,3067.17,200595,646,0.0,3.0,0.0,358.0
2017-10-26,10,2017,43,3,2017,Facebook,Acquisition,Acquisition,Tempur-Pedic,15428.519999999995,890912,5487,49.0,57.0,126.0,439.0
2017-09-20,9,2017,38,2,2017,Facebook,Remarketing,Remarketing,Tempur-Pedic,1716.59,41244,629,0.0,4.0,3.0,37.0
2018-04-17,4,2018,16,1,2018,Facebook,Acquisition,Acquisition,Tempur-Pedic,11895.03,996868,5669,8186.0,27.0,54.0,461.0
2018-01-08,1,2018,1,7,2018,Facebook,Remarketing,Remarketing,Tempur-Pedic,10829.189999999997,545484,3232,392.0,18.0,52.0,267.0
2018-06-02,6,2018,22,5,2018,Facebook,Remarketing,Remarketing,Tempur-Pedic,30534.349999999995,1138417,8097,6160.0,26.0,69.0,502.0
2018-03-26,3,2018,12,7,2018,Facebook,Acquisition,Acquisition,Tempur-Pedic,9716.45,1047750,4248,1655.0,14.0,23.0,246.0
2017-06-25,6,2017,25,6,2017,Instagram,Acquisition,,Tempur-Pedic,699.7,33370,122,0.0,1.0,0.0,33.0
2017-11-01,10,2017,44,2,2017,Facebook,Acquisition,Acquisition,Tempur-Pedic,15459.290000000005,1073478,5744,103.0,46.0,116.0,577.0
2017-05-26,5,2017,21,4,2017,Facebook,Acquisition,,Tempur-Pedic,21444.85000000001,1000431,6483,0.0,35.0,154.0,371.0
2017-07-20,7,2017,29,3,2017,Facebook,Remarketing,,Tempur-Pedic,6432.16,171253,1463,0.0,7.0,28.0,122.0
